Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
State,11,"District of Columbia",981,"EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC",85,"$274,124.29","$60,627.76","$46,834.38"
State,11,"District of Columbia",982,"EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC",38,"$139,299.21","$29,777.26","$23,764.92"
State,11,"District of Columbia",983,"EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC",14,"$77,528.29","$19,473.14","$13,972.21"
State,11,"District of Columbia",987,"NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC",31,"$261,342.81","$49,193.74","$39,389.42"
State,11,"District of Columbia",988,"NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC",15,"$85,803.20","$19,757.27","$14,211.33"
State,12,Florida,001,"HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITH MCC",132,"$1,619,819.99","$293,030.92","$226,344.36"
State,12,Florida,003,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NEC",831,"$1,026,600.65","$170,227.08","$148,785.27"
State,12,Florida,004,"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOU",751,"$570,421.84","$89,428.33","$78,120.01"
State,12,Florida,005,"LIVER TRANSPLANT WITH MCC OR INTESTINAL TRANSPLANT",114,"$772,798.04","$145,891.09","$114,522.55"
State,12,Florida,006,"LIVER TRANSPLANT WITHOUT MCC",28,"$410,767.07","$63,141.32","$42,030.14"
State,12,Florida,007,"LUNG TRANSPLANT",38,"$857,252.05","$181,967.55","$127,805.00"
State,12,Florida,008,"SIMULTANEOUS PANCREAS AND KIDNEY TRANSPLANT",18,"$512,968.22","$97,968.00","$58,029.89"
State,12,Florida,011,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH MCC",90,"$270,430.24","$46,167.61","$37,577.17"
State,12,Florida,012,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH CC",114,"$247,865.54","$37,334.18","$29,565.99"
State,12,Florida,013,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITHOUT CC/MCC",14,"$177,385.79","$23,045.79","$20,373.29"
State,12,Florida,014,"ALLOGENEIC BONE MARROW TRANSPLANT",58,"$594,286.17","$135,953.02","$97,036.03"
State,12,Florida,016,"AUTOLOGOUS BONE MARROW TRANSPLANT WITH CC/MCC",68,"$222,376.72","$57,208.24","$44,217.24"
State,12,Florida,018,"CHIMERIC ANTIGEN RECEPTOR (CAR) T-CELL AND OTHER IMMUNOTHERAPIES",42,"$2,175,927.60","$490,385.74","$447,813.38"
State,12,Florida,020,"INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH MCC",171,"$411,919.71","$72,283.43","$65,719.55"
State,12,Florida,021,"INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH CC",41,"$277,159.63","$51,317.83","$48,725.32"
State,12,Florida,022,"INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITHOUT CC/MCC",19,"$174,644.58","$30,712.84","$29,213.58"
State,12,Florida,023,"CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O","1,011","$302,457.32","$42,491.89","$37,186.69"
State,12,Florida,024,"CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITHOUT MC",426,"$216,326.01","$30,191.63","$25,980.38"
State,12,Florida,025,"CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC","1,685","$257,655.13","$34,757.16","$30,409.44"
State,12,Florida,026,"CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC",480,"$188,869.87","$26,282.29","$20,651.93"
State,12,Florida,027,"CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC",520,"$132,949.30","$22,296.10","$17,347.87"
State,12,Florida,028,"SPINAL PROCEDURES WITH MCC",153,"$345,628.31","$45,473.60","$40,959.33"
State,12,Florida,029,"SPINAL PROCEDURES WITH CC OR SPINAL NEUROSTIMULATORS",212,"$197,970.58","$27,002.32","$21,985.95"
State,12,Florida,030,"SPINAL PROCEDURES WITHOUT CC/MCC",51,"$134,454.51","$18,381.59","$14,979.24"
State,12,Florida,031,"VENTRICULAR SHUNT PROCEDURES WITH MCC",83,"$230,169.45","$33,650.43","$26,742.98"
State,12,Florida,032,"VENTRICULAR SHUNT PROCEDURES WITH CC",183,"$137,770.02","$17,251.57","$13,318.95"
State,12,Florida,033,"VENTRICULAR SHUNT PROCEDURES WITHOUT CC/MCC",200,"$101,248.14","$13,644.90","$11,521.91"
State,12,Florida,034,"CAROTID ARTERY STENT PROCEDURES WITH MCC",264,"$228,503.46","$29,523.67","$27,573.43"
State,12,Florida,035,"CAROTID ARTERY STENT PROCEDURES WITH CC",642,"$153,732.46","$17,399.63","$15,127.91"
State,12,Florida,036,"CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC",794,"$118,258.59","$13,947.26","$12,027.37"
State,12,Florida,037,"EXTRACRANIAL PROCEDURES WITH MCC",207,"$206,109.96","$26,800.77","$22,873.43"
State,12,Florida,038,"EXTRACRANIAL PROCEDURES WITH CC",554,"$128,531.55","$12,773.43","$10,475.89"
State,12,Florida,039,"EXTRACRANIAL PROCEDURES WITHOUT CC/MCC",846,"$93,241.83","$9,145.10","$6,984.00"
State,12,Florida,040,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC",327,"$203,364.11","$29,704.00","$24,445.12"
State,12,Florida,041,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH CC OR PERIPHERAL NEUR",550,"$148,108.43","$18,307.63","$15,236.94"
State,12,Florida,042,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITHOUT CC/MCC",157,"$119,680.49","$15,066.90","$12,009.65"
State,12,Florida,052,"SPINAL DISORDERS AND INJURIES WITH CC/MCC",69,"$124,215.83","$15,447.07","$11,744.81"
State,12,Florida,053,"SPINAL DISORDERS AND INJURIES WITHOUT CC/MCC",11,"$68,087.00","$8,548.09","$6,821.45"
State,12,Florida,054,"NERVOUS SYSTEM NEOPLASMS WITH MCC",791,"$78,377.94","$11,428.17","$9,069.07"
State,12,Florida,055,"NERVOUS SYSTEM NEOPLASMS WITHOUT MCC",210,"$62,257.30","$8,482.15","$6,698.30"
State,12,Florida,056,"DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC","1,314","$96,362.45","$16,298.92","$14,109.87"
State,12,Florida,057,"DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC","2,310","$63,638.06","$10,168.04","$8,250.08"
State,12,Florida,058,"MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH MCC",55,"$92,689.85","$16,337.55","$10,848.76"
State,12,Florida,059,"MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH CC",133,"$69,443.46","$9,750.01","$8,019.72"
State,12,Florida,060,"MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITHOUT CC/MCC",106,"$52,344.64","$7,781.29","$5,875.42"
State,12,Florida,061,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",366,"$176,559.15","$23,120.17","$18,880.69"
State,12,Florida,062,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",632,"$129,834.92","$15,638.59","$12,229.78"
State,12,Florida,063,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",112,"$106,857.15","$13,103.34","$9,381.15"
State,12,Florida,064,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC","5,270","$114,430.43","$15,002.81","$12,614.43"
State,12,Florida,065,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS","5,251","$71,994.12","$8,415.02","$6,299.64"
State,12,Florida,066,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC","1,330","$56,965.63","$6,155.66","$4,136.58"
State,12,Florida,067,"NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITH MCC",135,"$102,844.81","$11,862.70","$10,285.88"
State,12,Florida,068,"NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITHOUT MCC",537,"$72,721.24","$7,455.94","$5,719.21"
State,12,Florida,069,"TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC","3,582","$65,324.44","$6,607.63","$4,910.05"
State,12,Florida,070,"NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC","1,301","$80,307.40","$12,982.86","$11,171.89"
State,12,Florida,071,"NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC","1,443","$59,995.58","$8,732.74","$6,934.00"
State,12,Florida,072,"NONSPECIFIC CEREBROVASCULAR DISORDERS WITHOUT CC/MCC",299,"$51,155.09","$6,671.37","$4,933.67"
State,12,Florida,073,"CRANIAL AND PERIPHERAL NERVE DISORDERS WITH MCC",396,"$81,524.59","$12,434.74","$10,298.28"
State,12,Florida,074,"CRANIAL AND PERIPHERAL NERVE DISORDERS WITHOUT MCC","1,020","$63,040.55","$8,611.28","$6,621.89"
State,12,Florida,075,"VIRAL MENINGITIS WITH CC/MCC",11,"$90,211.73","$14,041.82","$12,068.55"
State,12,Florida,077,"HYPERTENSIVE ENCEPHALOPATHY WITH MCC",112,"$89,193.79","$13,216.38","$10,917.31"
State,12,Florida,078,"HYPERTENSIVE ENCEPHALOPATHY WITH CC",236,"$66,625.02","$8,307.41","$6,419.96"
State,12,Florida,079,"HYPERTENSIVE ENCEPHALOPATHY WITHOUT CC/MCC",28,"$65,815.96","$6,012.64","$4,516.25"
State,12,Florida,080,"NONTRAUMATIC STUPOR AND COMA WITH MCC",109,"$98,077.91","$16,808.50","$14,086.83"
State,12,Florida,081,"NONTRAUMATIC STUPOR AND COMA WITHOUT MCC",50,"$53,966.38","$7,125.84","$5,891.76"
State,12,Florida,082,"TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC",797,"$122,998.24","$18,349.75","$16,080.41"
State,12,Florida,083,"TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC",886,"$85,364.04","$11,127.46","$9,222.42"
State,12,Florida,084,"TRAUMATIC STUPOR AND COMA >1 HOUR WITHOUT CC/MCC",323,"$65,848.91","$8,785.39","$6,065.39"
State,12,Florida,085,"TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC",866,"$126,616.83","$17,361.70","$14,955.44"
State,12,Florida,086,"TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC","1,206","$86,544.21","$10,723.91","$8,542.95"
State,12,Florida,087,"TRAUMATIC STUPOR AND COMA <1 HOUR WITHOUT CC/MCC",495,"$61,941.64","$7,620.34","$5,382.08"
State,12,Florida,088,"CONCUSSION WITH MCC",56,"$117,018.11","$13,895.73","$10,879.02"
State,12,Florida,089,"CONCUSSION WITH CC",132,"$95,261.96","$10,416.20","$7,803.46"
State,12,Florida,090,"CONCUSSION WITHOUT CC/MCC",39,"$67,727.15","$6,852.41","$5,106.28"
State,12,Florida,091,"OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC","1,249","$91,950.28","$14,096.99","$11,447.14"
State,12,Florida,092,"OTHER DISORDERS OF NERVOUS SYSTEM WITH CC","1,749","$60,579.90","$8,343.72","$6,499.61"
State,12,Florida,093,"OTHER DISORDERS OF NERVOUS SYSTEM WITHOUT CC/MCC",492,"$54,206.33","$6,593.50","$4,888.60"
State,12,Florida,094,"BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH MCC",98,"$183,396.33","$30,242.94","$25,613.89"
State,12,Florida,095,"BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH CC",86,"$141,456.55","$19,193.31","$15,773.59"
State,12,Florida,096,"BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITHOUT CC/MCC",20,"$141,848.45","$17,110.90","$15,092.70"
State,12,Florida,097,"NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH MCC",112,"$191,233.28","$31,568.23","$26,233.58"
State,12,Florida,098,"NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH CC",55,"$139,666.35","$18,756.49","$14,405.96"
State,12,Florida,099,"NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITHOUT CC/MCC",23,"$92,186.04","$18,442.43","$7,818.78"
State,12,Florida,100,"SEIZURES WITH MCC","2,014","$105,561.00","$15,216.95","$13,094.80"
State,12,Florida,101,"SEIZURES WITHOUT MCC","2,429","$57,686.67","$7,989.42","$6,080.14"
State,12,Florida,102,"HEADACHES WITH MCC",121,"$74,632.64","$10,481.21","$7,849.88"
State,12,Florida,103,"HEADACHES WITHOUT MCC",694,"$57,953.98","$7,556.62","$5,297.69"
State,12,Florida,113,"ORBITAL PROCEDURES WITH CC/MCC",46,"$165,272.96","$19,948.48","$17,430.91"
State,12,Florida,115,"EXTRAOCULAR PROCEDURES EXCEPT ORBIT",42,"$101,266.12","$13,945.86","$10,660.83"
State,12,Florida,116,"INTRAOCULAR PROCEDURES WITH CC/MCC",28,"$116,446.93","$17,181.00","$14,817.36"
State,12,Florida,121,"ACUTE MAJOR EYE INFECTIONS WITH CC/MCC",46,"$41,138.52","$12,300.37","$9,615.00"
State,12,Florida,123,"NEUROLOGICAL EYE DISORDERS",314,"$58,481.48","$6,816.01","$4,819.09"
State,12,Florida,124,"OTHER DISORDERS OF THE EYE WITH MCC OR THROMBOLYTIC AGENT",103,"$86,723.59","$11,705.44","$9,204.95"
State,12,Florida,125,"OTHER DISORDERS OF THE EYE WITHOUT MCC",361,"$56,105.68","$7,627.83","$5,505.49"
State,12,Florida,135,"SINUS AND MASTOID PROCEDURES WITH CC/MCC",19,"$142,207.16","$21,618.00","$19,323.53"
State,12,Florida,137,"MOUTH PROCEDURES WITH CC/MCC",33,"$114,389.91","$13,125.76","$11,174.70"
State,12,Florida,138,"MOUTH PROCEDURES WITHOUT CC/MCC",17,"$84,463.12","$9,083.88","$5,246.88"
State,12,Florida,139,"SALIVARY GLAND PROCEDURES",17,"$115,688.06","$12,209.12","$7,420.88"
State,12,Florida,140,"MAJOR HEAD AND NECK PROCEDURES WITH MCC",43,"$241,145.91","$34,993.60","$31,124.84"
State,12,Florida,141,"MAJOR HEAD AND NECK PROCEDURES WITH CC",157,"$140,567.70","$20,761.06","$16,541.98"
State,12,Florida,142,"MAJOR HEAD AND NECK PROCEDURES WITHOUT CC/MCC",87,"$109,887.46","$14,689.03","$11,200.95"
State,12,Florida,143,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH MCC",51,"$179,873.31","$29,931.16","$22,527.24"
State,12,Florida,144,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH CC",101,"$113,931.72","$16,103.00","$12,357.88"
State,12,Florida,145,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC",59,"$92,766.39","$11,196.64","$8,427.98"
State,12,Florida,146,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH MCC",109,"$118,325.09","$18,724.60","$14,596.65"
State,12,Florida,147,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH CC",70,"$62,455.49","$10,490.34","$8,248.79"
State,12,Florida,148,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITHOUT CC/MCC",21,"$52,697.43","$9,356.14","$5,964.76"
State,12,Florida,149,DYSEQUILIBRIUM,"1,821","$54,833.53","$6,409.47","$4,520.85"
State,12,Florida,150,"EPISTAXIS WITH MCC",59,"$64,760.56","$10,449.56","$9,250.59"
State,12,Florida,151,"EPISTAXIS WITHOUT MCC",133,"$39,135.53","$6,827.50","$5,209.44"
State,12,Florida,152,"OTITIS MEDIA AND URI WITH MCC",177,"$60,482.84","$10,079.27","$8,207.64"
State,12,Florida,153,"OTITIS MEDIA AND URI WITHOUT MCC",376,"$43,324.55","$6,475.39","$4,463.36"
State,12,Florida,154,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH MCC",157,"$93,290.44","$13,029.66","$10,809.72"
State,12,Florida,155,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH CC",310,"$62,900.48","$7,974.06","$5,987.40"
State,12,Florida,156,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITHOUT CC/MCC",87,"$45,531.40","$6,116.85","$4,170.59"
State,12,Florida,157,"DENTAL AND ORAL DISEASES WITH MCC",145,"$98,370.17","$16,276.41","$12,766.96"
State,12,Florida,158,"DENTAL AND ORAL DISEASES WITH CC",286,"$60,487.65","$8,180.17","$6,164.60"
State,12,Florida,159,"DENTAL AND ORAL DISEASES WITHOUT CC/MCC",58,"$55,577.55","$6,482.95","$4,628.53"
State,12,Florida,163,"MAJOR CHEST PROCEDURES WITH MCC","1,100","$248,062.91","$35,850.50","$31,188.75"
State,12,Florida,164,"MAJOR CHEST PROCEDURES WITH CC","1,056","$164,639.18","$20,102.65","$16,768.31"
State,12,Florida,165,"MAJOR CHEST PROCEDURES WITHOUT CC/MCC",403,"$139,728.97","$15,961.95","$12,621.72"
State,12,Florida,166,"OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC",644,"$204,648.24","$30,962.88","$26,519.95"
State,12,Florida,167,"OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC",329,"$118,337.14","$16,081.89","$12,485.54"
State,12,Florida,168,"OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITHOUT CC/MCC",89,"$107,670.08","$12,480.75","$9,011.98"
State,12,Florida,173,"ULTRASOUND ACCELERATED AND OTHER THROMBOLYSIS WITH PRINCIPAL DIAGNOSIS PULMONARY EMBOLIS",17,"$209,981.88","$23,540.47","$21,894.06"
State,12,Florida,175,"PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE","1,951","$80,432.33","$11,156.51","$9,177.97"
State,12,Florida,176,"PULMONARY EMBOLISM WITHOUT MCC","1,326","$53,591.57","$7,289.10","$5,054.81"
State,12,Florida,177,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC","13,591","$80,329.25","$14,079.67","$12,129.64"
State,12,Florida,178,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC","3,290","$49,638.95","$9,194.11","$7,228.58"
State,12,Florida,179,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITHOUT CC/MCC",676,"$41,031.25","$7,249.88","$5,497.93"
State,12,Florida,180,"RESPIRATORY NEOPLASMS WITH MCC","1,240","$94,139.31","$13,480.63","$11,423.33"
State,12,Florida,181,"RESPIRATORY NEOPLASMS WITH CC",497,"$68,733.84","$9,105.31","$7,488.73"
State,12,Florida,182,"RESPIRATORY NEOPLASMS WITHOUT CC/MCC",30,"$60,573.77","$8,055.23","$5,050.40"
State,12,Florida,183,"MAJOR CHEST TRAUMA WITH MCC",302,"$94,123.82","$12,124.94","$10,403.87"
State,12,Florida,184,"MAJOR CHEST TRAUMA WITH CC",682,"$73,120.99","$9,097.17","$6,755.25"
State,12,Florida,185,"MAJOR CHEST TRAUMA WITHOUT CC/MCC",148,"$49,414.34","$7,042.36","$4,603.22"
State,12,Florida,186,"PLEURAL EFFUSION WITH MCC",637,"$81,426.12","$11,729.67","$10,004.65"
State,12,Florida,187,"PLEURAL EFFUSION WITH CC",447,"$61,762.95","$8,446.53","$6,779.84"
State,12,Florida,188,"PLEURAL EFFUSION WITHOUT CC/MCC",69,"$47,221.10","$6,187.96","$4,538.84"
State,12,Florida,189,"PULMONARY EDEMA AND RESPIRATORY FAILURE","5,524","$68,660.51","$10,163.27","$8,200.69"
State,12,Florida,190,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC","4,880","$59,751.71","$8,954.03","$7,107.70"
State,12,Florida,191,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC","1,885","$50,657.95","$7,362.53","$5,626.76"
State,12,Florida,192,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC",521,"$40,088.33","$6,009.19","$4,360.09"
State,12,Florida,193,"SIMPLE PNEUMONIA AND PLEURISY WITH MCC","10,934","$74,618.66","$10,424.11","$8,552.20"
State,12,Florida,194,"SIMPLE PNEUMONIA AND PLEURISY WITH CC","3,957","$49,062.79","$7,346.01","$5,455.57"
State,12,Florida,195,"SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC",763,"$39,780.31","$5,941.24","$4,074.80"
State,12,Florida,196,"INTERSTITIAL LUNG DISEASE WITH MCC",686,"$84,957.29","$13,724.36","$11,367.67"
State,12,Florida,197,"INTERSTITIAL LUNG DISEASE WITH CC",152,"$52,394.31","$8,710.59","$6,261.33"
State,12,Florida,198,"INTERSTITIAL LUNG DISEASE WITHOUT CC/MCC",28,"$43,469.04","$7,229.11","$5,416.71"
State,12,Florida,199,"PNEUMOTHORAX WITH MCC",523,"$102,634.07","$13,785.74","$11,649.57"
State,12,Florida,200,"PNEUMOTHORAX WITH CC",650,"$69,525.17","$9,301.86","$6,941.20"
State,12,Florida,201,"PNEUMOTHORAX WITHOUT CC/MCC",70,"$42,311.00","$6,234.41","$4,343.43"
State,12,Florida,202,"BRONCHITIS AND ASTHMA WITH CC/MCC","1,770","$52,743.53","$8,034.84","$6,008.60"
State,12,Florida,203,"BRONCHITIS AND ASTHMA WITHOUT CC/MCC",261,"$39,064.56","$6,180.34","$4,283.95"
State,12,Florida,204,"RESPIRATORY SIGNS AND SYMPTOMS",507,"$53,611.66","$6,900.50","$5,330.21"
State,12,Florida,205,"OTHER RESPIRATORY SYSTEM DIAGNOSES WITH MCC",750,"$92,231.25","$16,306.24","$12,722.73"
State,12,Florida,206,"OTHER RESPIRATORY SYSTEM DIAGNOSES WITHOUT MCC",581,"$58,025.04","$8,604.73","$6,057.24"
State,12,Florida,207,"RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS",844,"$313,601.38","$52,319.12","$47,168.40"
State,12,Florida,208,"RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS","2,389","$153,695.22","$21,714.38","$18,717.39"
State,12,Florida,212,"CONCOMITANT AORTIC AND MITRAL VALVE PROCEDURES",13,"$732,230.62","$101,602.77","$98,131.85"
State,12,Florida,215,"OTHER HEART ASSIST SYSTEM IMPLANT",370,"$551,236.38","$85,827.33","$73,293.16"
State,12,Florida,216,"CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT",435,"$599,909.44","$79,832.72","$70,242.21"
State,12,Florida,217,"CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT",138,"$404,737.86","$49,590.80","$43,178.68"
State,12,Florida,218,"CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT",32,"$349,383.41","$50,266.66","$40,289.94"
State,12,Florida,219,"CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION",785,"$476,753.79","$64,964.01","$56,865.71"
State,12,Florida,220,"CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION",723,"$331,092.57","$44,087.28","$36,506.37"
State,12,Florida,221,"CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION",70,"$295,688.46","$37,590.54","$32,770.01"
State,12,Florida,222,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITH MC",97,"$432,290.94","$60,495.36","$55,156.03"
State,12,Florida,223,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITHOUT",15,"$319,272.33","$37,529.53","$35,542.67"
State,12,Florida,224,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITH",105,"$366,107.24","$56,929.39","$47,407.00"
State,12,Florida,225,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITH",76,"$299,183.92","$39,843.88","$32,885.97"
State,12,Florida,226,"CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITH MCC",283,"$326,857.46","$47,722.44","$43,740.89"
State,12,Florida,227,"CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC",207,"$261,048.75","$37,160.26","$33,224.13"
State,12,Florida,228,"OTHER CARDIOTHORACIC PROCEDURES WITH MCC",492,"$257,983.01","$39,494.59","$35,745.57"
State,12,Florida,229,"OTHER CARDIOTHORACIC PROCEDURES WITHOUT MCC",643,"$176,346.75","$24,531.96","$22,218.53"
State,12,Florida,231,"CORONARY BYPASS WITH PTCA WITH MCC",55,"$608,917.58","$73,751.31","$57,928.47"
State,12,Florida,232,"CORONARY BYPASS WITH PTCA WITHOUT MCC",27,"$564,692.85","$58,526.85","$38,841.44"
State,12,Florida,233,"CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC",877,"$491,232.45","$56,246.73","$47,776.33"
State,12,Florida,234,"CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITHOUT MCC",755,"$364,729.48","$37,687.75","$32,794.42"
State,12,Florida,235,"CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC",834,"$376,606.30","$44,555.78","$37,475.46"
State,12,Florida,236,"CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC","1,130","$280,833.11","$31,235.41","$25,575.41"
State,12,Florida,239,"AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH MCC",417,"$261,970.52","$35,292.67","$30,544.21"
State,12,Florida,240,"AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC",344,"$180,732.81","$20,285.83","$17,944.42"
